# solvent potential/V energy/eV
# RuO2-AEM 
0.366	-991.871	0.432	-1001.975	0.472	-997.141	0.369	-1006.29	0.497	-1001.739
0.632	-991.938	0.694	-1002.041	0.736	-997.207	0.633	-1006.357	0.754	-1001.807
0.893	-992.138	0.95	-1002.237	0.993	-997.403	0.893	-1006.555	1.007	-1002
1.148	-992.463	1.201	-1002.556	1.246	-997.723	1.146	-1006.878	1.253	-1002.313
# 5Zn-LOM
-0.462	-992.524	-0.387	-1002.611	-0.344	-997.785	-0.507	-985.347	-0.577	-996.654
-0.181	-992.160	-0.11	-1002.25	-0.068	-997.425	-0.232	-984.992	-0.299	-996.295
0.095	-991.943	0.165	-1002.034	0.204	-997.211	0.036	-984.783	-0.028	-996.083
0.366	-991.871	0.432	-1001.975	0.472	-997.141	0.297	-984.715	0.24	-996.013
0.632	-991.938	0.694	-1002.041	0.736	-997.207	0.55	-984.780	0.503	-996.081
0.893	-992.138	0.95	-1002.237	0.993	-997.403	0.767	-984.945	0.762	-996.281
1.148	-992.463	1.201	-1002.556	1.246	-997.723	0.996	-985.238	1.016	-996.607
# 5Zn-OPM-1
-0.462	-992.524	-0.387	-1002.611	-0.344	-997.785	-0.249	-1007.00	-0.306	-1002.361
-0.181	-992.160	-0.11	-1002.25	-0.068	-997.425	0.028	-1006.639	-0.034	-1002.01
0.095	-991.943	0.165	-1002.034	0.204	-997.211	0.30	-1006.425	0.234	-1001.81
0.366	-991.871	0.432	-1001.975	0.472	-997.141	0.567	-1006.355	0.497	-1001.739
0.632	-991.938	0.694	-1002.041	0.736	-997.207	0.829	-1006.421	0.754	-1001.807
0.893	-992.138	0.95	-1002.237	0.993	-997.403	1.085	-1006.617	1.007	-1002
1.148	-992.463	1.201	-1002.556	1.246	-997.723	1.337	-1006.936	1.253	-1002.313
# 5Zn-OPM-2
-0.462	-992.524	-0.387	-1002.611	-0.29	-1011.919	-0.249	-1007.00	-0.306	-1002.361
-0.181	-992.160	-0.11	-1002.25	-0.013	-1011.558	0.028	-1006.639	-0.034	-1002.01
0.095	-991.943	0.165	-1002.034	0.26	-1011.344	0.30	-1006.425	0.234	-1001.81
0.366	-991.871	0.432	-1001.975	0.528	-1011.273	0.567	-1006.355	0.497	-1001.739
0.632	-991.938	0.694	-1002.041	0.79	-1011.339	0.829	-1006.421	0.754	-1001.807
0.893	-992.138	0.95	-1002.237	1.046	-1011.535	1.085	-1006.617	1.007	-1002
1.148	-992.463	1.201	-1002.556	1.298	-1011.854	1.337	-1006.936	1.253	-1002.313
# 6Zn-AEM
-0.469	-984.912	-0.385	-995.010	-0.356	-990.198	-0.456	-999.331	-0.31	-994.782
-0.191	-984.557	-0.104	-994.641	-0.078	-989.836	-0.175	-998.971	-0.036	-994.428
0.085	-984.344	0.165	-994.436	0.196	-989.623	0.10	-998.752	0.232	-994.217
0.355	-984.277	0.428	-994.372	0.466	-989.553	0.363	-998.685	0.498	-994.145
0.623	-984.316	0.691	-994.407	0.732	-989.621	0.632	-998.748	0.757	-994.213
0.89	-984.531	0.949	-994.626	0.992	-989.820	0.889	-998.954	1.011	-994.407
1.152	-984.806	1.203	-994.957	1.246	-990.142	1.144	-999.274	1.26	-994.719
# 6Zn-LOM
-0.469	-984.912	-0.385	-995.010	-0.356	-990.198	-0.515	-977.782	-0.581	-989.045
-0.191	-984.557	-0.104	-994.641	-0.078	-989.836	-0.239	-977.425	-0.306	-988.743
0.085	-984.344	0.165	-994.436	0.196	-989.623	0.03	-977.215	-0.03	-988.478
0.355	-984.277	0.428	-994.372	0.466	-989.553	0.294	-977.146	0.242	-988.406
0.623	-984.316	0.691	-994.407	0.732	-989.621	0.550	-977.210	0.495	-988.452
0.89	-984.531	0.949	-994.626	0.992	-989.820	0.77	-977.376	0.758	-988.677
1.152	-984.806	1.203	-994.957	1.246	-990.142	0.998	-977.669	1.015	-989.01
# 6Zn-OPM-1
-0.469	-984.912	-0.385	-995.010	-0.356	-990.198	-0.244	-999.396	-0.31	-994.782
-0.191	-984.557	-0.104	-994.641	-0.078	-989.836	0.033	-999.035	-0.036	-994.428
0.085	-984.344	0.165	-994.436	0.196	-989.623	0.306	-998.822	0.232	-994.217
0.355	-984.277	0.428	-994.372	0.466	-989.553	0.574	-998.752	0.498	-994.145
0.623	-984.316	0.691	-994.407	0.732	-989.621	0.836	-998.820	0.757	-994.213
